group,method,coverage,confidence_only,soft_reliability,soft_minus_confidence_accuracy
all_corruptions,litemsa_domain_aug,0.5,0.8929737827715356,0.8890337078651686,-0.0007640449438202079
all_corruptions,litemsa_domain_aug,0.6,0.8820809968847352,0.8817320872274144,-0.00034890965732081725
all_corruptions,litemsa_domain_aug,0.8,0.855718309859155,0.8545070422535213,-0.0012112676056337257
