group,method,method_label,coverage,confidence_only,soft_reliability,soft_minus_confidence_accuracy
all_corruptions,litemsa,LiteMSA,0.5,0.5922696629213484,0.5918801498127341,-0.00038951310861434774
all_corruptions,litemsa,LiteMSA,0.6,0.5795763239875389,0.5791651090342678,-0.0004112149532711218
all_corruptions,litemsa,LiteMSA,0.8,0.5524600938967136,0.552037558685446,-0.00042253521126756066
all_corruptions,litemsa_da_augmix_corruption,LiteMSA + AugMix-like DA,0.5,0.8900224719101123,0.8890337078651686,-0.0009887640449437463
all_corruptions,litemsa_da_augmix_corruption,LiteMSA + AugMix-like DA,0.6,0.8786666666666667,0.8778068535825544,-0.0008598130841123153
all_corruptions,litemsa_da_augmix_corruption,LiteMSA + AugMix-like DA,0.8,0.8544413145539905,0.8532863849765259,-0.0011549295774646584
all_corruptions,litemsa_domain_aug,LiteMSA + DA,0.5,0.8929737827715356,0.8922097378277154,-0.0007640449438202079
all_corruptions,litemsa_domain_aug,LiteMSA + DA,0.6,0.8820809968847352,0.8817320872274144,-0.00034890965732081725
all_corruptions,litemsa_domain_aug,LiteMSA + DA,0.8,0.855718309859155,0.8545070422535213,-0.0012112676056337257
